0 1 0
0.005 0.9998766324816605 1.881984314070299e-11
0.01 0.9995065603657316 1.505476006772746e-10
0.015 0.9988898749619701 5.080354691830424e-10
0.02 0.9980267284282719 1.204024230207702e-09
0.025 0.9969173337331291 2.351087594312341e-09
0.03 0.9955619646030825 4.061576606941679e-09
0.035 0.9939609554551847 6.447564136714278e-09
0.04 0.9921147013144865 9.620789466684366e-09
0.045 0.9900236577165715 1.369260300909504e-08
0.05 0.9876883405951591 1.877391116410194e-08
0.055 0.9851093261548053 2.497512134289927e-08
0.06 0.982287250728733 3.240608717562563e-08
0.065 0.9792228106218269 4.117605392436672e-08
0.07000000000000001 0.9759167619388296 5.139360412150416e-08
0.075 0.9723699203977848 6.316660345358562e-08
0.08 0.9685831611287712 7.660214691081073e-08
0.08500000000000001 0.9645574184579765 9.180650522213968e-08
0.09 0.9602936856771671 1.088850715959373e-07
0.095 0.9557930147986081 1.27942308785965e-07
0.1 0.9510565162954947 1.490816965024264e-07
0.105 0.9460853588279595 1.724056791876568e-07
0.11 0.9408807689547237 1.980156141759295e-07
0.115 0.9354440308304619 2.260117202567229e-07
0.12 0.9297764858889553 2.56493026660661e-07
0.125 0.9238795325121145 2.895573224871997e-07
0.13 0.9177546256849485 3.253011065929865e-07
0.135 0.9114032766365689 3.638195379596678e-07
0.14 0.9048270524673175 4.052063865597638e-07
0.145 0.8980275757621071 4.495539847390604e-07
0.15 0.8910065241900735 4.969531791338045e-07
0.155 0.8837656300906352 5.474932831408062e-07
0.16 0.8763066800460649 6.01262029958374e-07
0.165 0.8686315144406769 6.583455262158173e-07
0.17 0.8607420270067399 7.188282062090586e-07
0.175 0.8526401643572268 7.827927867596958e-07
0.18 0.8443279255055174 8.503202227146511e-07
0.185 0.8358073613721712 9.21489663103329e-07
0.19 0.8270805742788938 9.963784079689924e-07
0.195 0.8181497174298206 1.075061865890838e-06
0.2 0.8090169943802454 1.157613512213029e-06
0.205 0.7996846584929267 1.244104847996707e-06
0.21 0.7901550123821037 1.334605359710761e-06
0.215 0.7804304073453612 1.429182479676905e-06
0.22 0.7705132427834811 1.527901547284334e-06
0.225 0.7604059656084275 1.630825770989011e-06
0.23 0.7501110696396069 1.738016191112346e-06
0.235 0.7396310949885557 1.849531643453787e-06
0.24 0.7289686274322057 1.965428723731556e-06
0.245 0.7181262977748825 2.085761752865499e-06
0.25 0.7071067811991938 2.210582743115729e-06
0.255 0.6959127966059683 2.339941365090485e-06
0.26 0.6845471059434072 2.473884915636291e-06
0.265 0.6730125135256151 2.61245828662327e-06
0.27 0.6613118653406777 2.755703934638099e-06
0.275 0.6494480483484557 2.903661851596864e-06
0.28 0.6374239897682724 3.056369536289717e-06
0.285 0.6252426563566645 3.213861966868931e-06
0.29 0.6129070536753806 3.376171574291666e-06
0.295 0.6004202253498027 3.543328216728406e-06
0.3 0.587785252317978 3.715359154947737e-06
0.305 0.5750052520704434 3.892289028687782e-06
0.31 0.5620833778810309 4.074139834024289e-06
0.315 0.5490228180288446 4.260930901745067e-06
0.32 0.535826795011601 4.45267887674007e-06
0.325 0.5224985647505258 4.649397698416148e-06
0.33 0.5090414157870033 4.85109858214509e-06
0.335 0.495458668471179 5.057790001753297e-06
0.34 0.4817536741427123 5.269477673061015e-06
0.345 0.467929814303884 5.48616453847876e-06
0.35 0.4539904997852605 5.707850752668157e-06
0.355 0.4399391699041234 5.934533669274124e-06
0.36 0.4257792916158684 6.166207828734912e-06
