  0.0000000000000000  1.0471975511965976  0.0000000000000000  0.0000000000000000
  0.0050000000000000  1.0471975511965976 -0.0283190307037511 -0.0001226250000002
  0.0100000000000000  1.0470559560430788 -0.0566380614075023 -0.0002452600254130
  0.0150000000000000  1.0467727657360413 -0.0849547767466143 -0.0003679050893508
  0.0200000000000000  1.0463479918523082 -0.1132668596533133 -0.0004905602319571
  0.0250000000000000  1.0457816575540417 -0.1415719898438113 -0.0006132255351203
  0.0300000000000000  1.0450737976048228 -0.1698678423078899 -0.0007359011371255
  0.0350000000000000  1.0442244583932834 -0.1981520858024646 -0.0008585872472338
  0.0400000000000000  1.0432336979642711 -0.2264223813506543 -0.0009812841601522
  0.0450000000000000  1.0421015860575178 -0.2546763807478821 -0.0011039922703797
  0.0500000000000000  1.0408282041537784 -0.2829117250765395 -0.0012267120863969
  0.0550000000000000  1.0394136455283958 -0.3111260432307524 -0.0013494442446840
  0.0600000000000000  1.0378580153122421 -0.3393169504527923 -0.0014721895235326
  0.0650000000000000  1.0361614305599782 -0.3674820468826862 -0.0015949488566323
  0.0700000000000000  1.0343240203255648 -0.3956189161225850 -0.0017177233464070
  0.0750000000000000  1.0323459257449519 -0.4237251238174604 -0.0018405142770761
  0.0800000000000000  1.0302273001258646 -0.4517982162537091 -0.0019633231274110
  0.0850000000000000  1.0279683090445961 -0.4798357189772547 -0.0020861515831658
  0.0900000000000000  1.0255691304497099 -0.5078351354327473 -0.0022090015491578
  0.0950000000000000  1.0230299547725461 -0.5357939456254720 -0.0023318751609687
  0.1000000000000000  1.0203509850444188 -0.5637096048075914 -0.0024547747962405
  0.1050000000000000  1.0175324370203809 -0.5915795421903541 -0.0025777030855449
  0.1100000000000000  1.0145745393094292 -0.6194011596839195 -0.0027006629227957
  0.1150000000000000  1.0114775335110096 -0.6471718306664540 -0.0028236574751794
  0.1200000000000000  1.0082416743576772 -0.6748888987841726 -0.0029466901925792
  0.1250000000000000  1.0048672298637564 -0.7025496767840058 -0.0030697648164648
  0.1300000000000000  1.0013544814798363 -0.7301514453805866 -0.0031928853882208
  0.1350000000000000  0.9977037242529334 -0.7576914521592603 -0.0033160562568939
  0.1400000000000000  0.9939152669921371 -0.7851669105168322 -0.0034392820863201
  0.1450000000000000  0.9899894324395530 -0.8125749986417777 -0.0035625678616231
  0.1500000000000000  0.9859265574463441 -0.8399128585356445 -0.0036859188950409
  0.1550000000000000  0.9817269931536659 -0.8671775950773876 -0.0038093408310671
  0.1600000000000000  0.9773911051782789 -0.8943662751323836 -0.0039328396508775
  0.1650000000000000  0.9729192738026170 -0.9214759267078722 -0.0040564216760157
  0.1700000000000000  0.9683118941690776 -0.9485035381565791 -0.0041800935713152
  0.1750000000000000  0.9635693764782947 -0.9754460574302760 -0.0043038623470317
  0.1800000000000000  0.9586921461911433 -1.0023003913850306 -0.0044277353601649
  0.1850000000000000  0.9536806442342182 -1.0290634051398986 -0.0045517203149466
  0.1900000000000000  0.9485353272085186 -1.0557319214908047 -0.0046758252624677
  0.1950000000000000  0.9432566676010646 -1.0823027203813518 -0.0048000585994292
  0.2000000000000000  0.9378451539991579 -1.1087725384322880 -0.0049244290659951
  0.2050000000000000  0.9323012913069965 -1.1351380685313484 -0.0050489457427239
  0.2100000000000000  0.9266256009643398 -1.1613959594851730 -0.0051736180465640
  0.2150000000000000  0.9208186211669139 -1.1875428157349821 -0.0052984557258970
  0.2200000000000000  0.9148809070882390 -1.2135751971376703 -0.0054234688546055
  0.2250000000000000  0.9088130311025506 -1.2394896188139524 -0.0055486678251613
  0.2300000000000000  0.9026155830084809 -1.2652825510651673 -0.0056740633407129
  0.2350000000000000  0.8962891702531550 -1.2909504193603099 -0.0057996664061655
  0.2400000000000000  0.8898344181563534 -1.3164896043948264 -0.0059254883182389
  0.2450000000000000  0.8832519701343793 -1.3418964422226649 -0.0060515406545052
  0.2500000000000000  0.8765424879232659 -1.3671672244630284 -0.0061778352613868
  0.2550000000000000  0.8697066518009509 -1.3922981985832259 -0.0063043842411272
  0.2600000000000000  0.8627451608080348 -1.4172855682589642 -0.0064311999377171
  0.2650000000000000  0.8556587329667399 -1.4421254938133607 -0.0065582949217906
  0.2700000000000000  0.8484481054976731 -1.4668140927358944 -0.0066856819744885
  0.2750000000000000  0.8411140350339936 -1.4913474402824414 -0.0068133740702929
  0.2800000000000000  0.8336572978325815 -1.5157215701574698 -0.0069413843588477
  0.2850000000000000  0.8260786899817941 -1.5399324752793830 -0.0070697261457739
  0.2900000000000000  0.8183790276053972 -1.5639761086299218 -0.0071984128724951
  0.2950000000000000  0.8105591470622475 -1.5878483841884383 -0.0073274580950879
  0.3000000000000000  0.8026199051413053 -1.6115451779517671 -0.0074568754621849
  0.3050000000000000  0.7945621792515465 -1.6350623290403092 -0.0075866786919447
  0.3100000000000000  0.7863868676063449 -1.6583956408908447 -0.0077168815481292
  0.3150000000000000  0.7780948894018906 -1.6815408825364737 -0.0078474978153038
  0.3200000000000000  0.7696871849892083 -1.7044937899739701 -0.0079785412732083
  0.3250000000000000  0.7611647160393384 -1.7272500676187101 -0.0081100256703273
  0.3300000000000000  0.7525284657012449 -1.7498053898472095 -0.0082419646967045
  0.3350000000000000  0.7437794387520088 -1.7721554026271686 -0.0083743719560474
  0.3400000000000000  0.7349186617388730 -1.7942957252347935 -0.0085072609371655
  0.3450000000000000  0.7259471831126990 -1.8162219520590082 -0.0086406449847973
  0.3500000000000000  0.7168660733524039 -1.8379296544920367 -0.0087745372698829
  0.3550000000000000  0.7076764250799438 -1.8594143829056768 -0.0089089507593376
  0.3600000000000000  0.6983793531654154 -1.8806716687124290 -0.0090438981853864
  0.3650000000000000  0.6889759948218533 -1.9016970265104922 -0.0091793920145344
  0.3700000000000000  0.6794675096893009 -1.9224859563114680 -0.0093154444162307
  0.3750000000000000  0.6698550799077436 -1.9430339458494503 -0.0094520672313048
  0.3800000000000000  0.6601399101784964 -1.9633364729700087 -0.0095892719402484
  0.3850000000000000  0.6503232278136464 -1.9833890080974006 -0.0097270696314211
  0.3900000000000000  0.6404062827731594 -2.0031870167781713 -0.0098654709692585
  0.3950000000000000  0.6303903476892685 -2.0227259622991283 -0.0100044861625683
